year,area_code,area,ethnic_group,number,denominator,percent,confidence
2013,E12000009,South West,White,"2,349,500","3,116,400",75.4,1.1
2013,W92000004,Wales,White,"1,272,800","1,831,000",69.5,1
2013,S92000003,Scotland,White,"2,351,100","3,295,700",71.3,0.9
2013,N92000002,Northern Ireland,White,"764,100","1,137,300",67.2,2.3
2013,E92000001,England,White,"21,376,600","29,054,500",73.6,0.4
2013,K04000001,England and Wales,White,"22,649,300","30,885,500",73.3,0.4
2013,K03000001,Great Britain,White,"25,000,400","34,181,200",73.1,0.3
2013,K02000001,United Kingdom,White,"25,764,500","35,318,500",72.9,0.3
2013,E09000001,City of London,Minority,,,,
2013,E09000002,Barking and Dagenham,Minority,"34,900","52,500",66.4,9.3
2013,E09000003,Barnet,Minority,"47,000","72,100",65.2,12.3
2013,E09000004,Bexley,Minority,"17,000","26,400",64.4,16.8
2013,E09000005,Brent,Minority,"90,100","143,400",62.8,6.7
2013,E09000006,Bromley,Minority,"25,300","30,900",81.9,12.9
2013,E09000007,Camden,Minority,"26,900","57,700",46.6,10.9
2013,E09000008,Croydon,Minority,"73,900","108,700",68,9.1
2013,E09000009,Ealing,Minority,"73,800","127,800",57.8,8.8
2013,E09000010,Enfield,Minority,"44,900","68,300",65.7,11
2013,E09000011,Greenwich,Minority,"42,600","66,700",63.8,11.2
2013,E09000012,Hackney,Minority,"40,300","82,700",48.7,9.3
2013,E09000013,Hammersmith and Fulham,Minority,"18,800","34,400",54.6,11.5
2013,E09000014,Haringey,Minority,"39,600","69,500",56.9,9.9
2013,E09000015,Harrow,Minority,"57,200","91,400",62.6,7.7
2013,E09000016,Havering,Minority,"11,900","17,300",68.7,19.7
2013,E09000017,Hillingdon,Minority,"57,200","81,800",69.9,9.3
2013,E09000018,Hounslow,Minority,"59,900","86,100",69.5,8.6
2013,E09000019,Islington,Minority,"25,700","50,100",51.3,11.5
2013,E09000020,Kensington and Chelsea,Minority,"20,700","36,000",57.5,10.4
2013,E09000021,Kingston upon Thames,Minority,"16,800","25,200",66.5,13.6
2013,E09000022,Lambeth,Minority,"40,600","66,300",61.2,12.7
2013,E09000023,Lewisham,Minority,"42,600","65,800",64.7,10.8
2013,E09000024,Merton,Minority,"25,900","41,100",62.9,12.2
2013,E09000025,Newham,Minority,"98,800","167,400",59,6.7
2013,E09000026,Redbridge,Minority,"67,900","109,900",61.8,8
2013,E09000027,Richmond upon Thames,Minority,"10,400","15,400",67.1,17.2
2013,E09000028,Southwark,Minority,"43,700","81,700",53.5,9.8
2013,E09000029,Sutton,Minority,"20,400","29,800",68.5,14.8
2013,E09000030,Tower Hamlets,Minority,"55,500","109,700",50.6,8.3
2013,E09000031,Waltham Forest,Minority,"52,200","82,100",63.6,9.7
2013,E09000032,Wandsworth,Minority,"29,800","49,300",60.4,14.9
2013,E09000033,Westminster,Minority,"34,100","64,800",52.7,9.1
2013,E13000001,Inner London,Minority,"517,000","935,500",55.3,2.7
2013,E13000002,Outer London,Minority,"829,100","1,276,900",64.9,2.3
2013,E12000001,North East,Minority,"39,200","76,700",51.1,6.5
2013,E12000002,North West,Minority,"238,800","435,900",54.8,3.2
2013,E12000003,Yorkshire and The Humber,Minority,"196,900","366,700",53.7,4.3
2013,E12000004,East Midlands,Minority,"176,900","296,100",59.7,4.1
2013,E12000005,West Midlands,Minority,"335,600","623,600",53.8,3.3
2013,E12000006,East,Minority,"206,800","317,200",65.2,4.1
2013,E12000007,London,Minority,"1,346,100","2,212,400",60.8,1.8
2013,E12000008,South East,Minority,"309,800","486,000",63.7,3
2013,E12000009,South West,Minority,"95,200","155,600",61.2,5.8
2013,W92000004,Wales,Minority,"44,700","81,200",55,6.1
2013,S92000003,Scotland,Minority,"66,700","119,300",56,6.3
2013,N92000002,Northern Ireland,Minority,"13,600","21,700",62.7,17.8
2013,E92000001,England,Minority,"2,945,300","4,970,200",59.3,1.1
2013,K04000001,England and Wales,Minority,"2,990,000","5,051,400",59.2,1.1
2013,K03000001,Great Britain,Minority,"3,056,700","5,170,700",59.1,1.1
2013,K02000001,United Kingdom,Minority,"3,070,300","5,192,300",59.1,1.1
2013,E09000001,City of London,Mixed,,,,
2013,E09000002,Barking and Dagenham,Mixed,700,"1,400",51.6,
2013,E09000003,Barnet,Mixed,"5,800","8,700",66.8,37.7
2013,E09000004,Bexley,Mixed,"1,900","2,200",86.9,
2013,E09000005,Brent,Mixed,"2,900","5,400",53.8,34.5
2013,E09000006,Bromley,Mixed,"1,600","3,200",51.5,
2013,E09000007,Camden,Mixed,"1,800","5,400",33.3,
2013,E09000008,Croydon,Mixed,"7,400","10,200",72.5,29.5
2013,E09000009,Ealing,Mixed,"2,300","6,500",35.9,
2013,E09000010,Enfield,Mixed,"2,800","3,900",71.6,
2013,E09000011,Greenwich,Mixed,"2,000","2,700",74.4,
2013,E09000012,Hackney,Mixed,"3,900","5,200",75.5,33.3
2013,E09000013,Hammersmith and Fulham,Mixed,"2,800","4,500",62.6,33.5
2013,E09000014,Haringey,Mixed,"3,700","5,600",66.6,35.4
2013,E09000015,Harrow,Mixed,"1,100","1,800",61.4,
2013,E09000016,Havering,Mixed,,"1,200",,
2013,E09000017,Hillingdon,Mixed,"3,700","4,300",85.1,33.3
2013,E09000018,Hounslow,Mixed,"1,500","1,800",80.9,
2013,E09000019,Islington,Mixed,"3,100","4,500",68.5,37.1
2013,E09000020,Kensington and Chelsea,Mixed,"2,500","4,100",62.1,34.5
2013,E09000021,Kingston upon Thames,Mixed,800,"1,100",69.5,
2013,E09000022,Lambeth,Mixed,"5,500","10,400",52.4,36.5
2013,E09000023,Lewisham,Mixed,"4,500","6,900",66,35.6
2013,E09000024,Merton,Mixed,"2,300","3,600",62.4,
2013,E09000025,Newham,Mixed,"2,000","4,000",51.4,
2013,E09000026,Redbridge,Mixed,"2,100","3,400",61.8,
2013,E09000027,Richmond upon Thames,Mixed,"2,200","3,000",73.8,37.8
2013,E09000028,Southwark,Mixed,"3,800","6,800",55.4,35.3
2013,E09000029,Sutton,Mixed,"1,700","2,700",64.8,
2013,E09000030,Tower Hamlets,Mixed,"3,200","4,600",68.8,
2013,E09000031,Waltham Forest,Mixed,"1,800","3,000",58.8,
2013,E09000032,Wandsworth,Mixed,"3,200","6,000",52.9,
2013,E09000033,Westminster,Mixed,"3,200","4,700",68.1,33.1
2013,E13000001,Inner London,Mixed,"43,200","72,600",59.5,10.1
2013,E13000002,Outer London,Mixed,"44,900","70,200",63.9,10.4
2013,E12000001,North East,Mixed,"3,200","6,400",49.4,22.1
2013,E12000002,North West,Mixed,"25,700","40,400",63.6,10.8
2013,E12000003,Yorkshire and The Humber,Mixed,"17,800","30,100",59.3,15.1
2013,E12000004,East Midlands,Mixed,"19,500","28,700",68,14.3
2013,E12000005,West Midlands,Mixed,"23,700","42,300",56,12.7
2013,E12000006,East,Mixed,"27,600","41,300",67,12.3
2013,E12000007,London,Mixed,"88,100","142,900",61.7,7.3
2013,E12000008,South East,Mixed,"35,800","60,200",59.4,9.6
2013,E12000009,South West,Mixed,"14,000","23,200",60.2,15.2
2013,W92000004,Wales,Mixed,"8,600","14,600",58.5,14.3
2013,S92000003,Scotland,Mixed,"6,700","10,300",64.9,18.6
2013,N92000002,Northern Ireland,Mixed,"1,700","2,700",63.8,
2013,E92000001,England,Mixed,"255,400","415,400",61.5,3.9
2013,K04000001,England and Wales,Mixed,"264,000","430,000",61.4,3.7
2013,K03000001,Great Britain,Mixed,"270,600","440,300",61.5,3.7
2013,K02000001,United Kingdom,Mixed,"272,300","443,000",61.5,3.6
2013,E09000001,City of London,Indian,,,,
2013,E09000002,Barking and Dagenham,Indian,"3,500","4,800",72.5,28.8
2013,E09000003,Barnet,Indian,"11,400","14,600",77.9,24.3
2013,E09000004,Bexley,Indian,"1,400","3,200",42.8,
2013,E09000005,Brent,Indian,"31,500","47,300",66.6,11.2
2013,E09000006,Bromley,Indian,"8,700","10,300",84.4,24
2013,E09000007,Camden,Indian,"3,200","5,200",62.2,35.4
2013,E09000008,Croydon,Indian,"14,800","20,400",72.6,20.2
2013,E09000009,Ealing,Indian,"25,600","46,200",55.4,15
2013,E09000010,Enfield,Indian,"9,200","10,400",88.8,18.1
2013,E09000011,Greenwich,Indian,"3,000","5,000",61.3,
2013,E09000012,Hackney,Indian,900,"2,600",34.5,
2013,E09000013,Hammersmith and Fulham,Indian,"1,800","2,500",73.5,
2013,E09000014,Haringey,Indian,"4,500","5,000",90.6,22
2013,E09000015,Harrow,Indian,"27,500","38,500",71.3,11
2013,E09000016,Havering,Indian,"4,200","6,200",66.8,33.5
2013,E09000017,Hillingdon,Indian,"23,300","27,200",85.5,12.5
2013,E09000018,Hounslow,Indian,"31,500","45,200",69.6,11.8
2013,E09000019,Islington,Indian,"1,900","4,500",43.4,
2013,E09000020,Kensington and Chelsea,Indian,"1,200","1,400",83,
2013,E09000021,Kingston upon Thames,Indian,"4,300","6,000",71.4,26.9
2013,E09000022,Lambeth,Indian,,"1,400",,
2013,E09000023,Lewisham,Indian,"2,600","3,800",68.8,
2013,E09000024,Merton,Indian,"3,300","5,800",58,33.4
2013,E09000025,Newham,Indian,"21,600","33,100",65.3,14.8
2013,E09000026,Redbridge,Indian,"22,900","35,100",65.2,14.1
2013,E09000027,Richmond upon Thames,Indian,"2,800","3,900",72.7,33.5
2013,E09000028,Southwark,Indian,"2,600","3,500",75.2,
2013,E09000029,Sutton,Indian,"3,100","4,000",78.6,36.6
2013,E09000030,Tower Hamlets,Indian,"2,500","3,100",80.3,
2013,E09000031,Waltham Forest,Indian,"4,800","6,300",77.3,30.6
2013,E09000032,Wandsworth,Indian,"6,300","8,300",75.8,32.2
2013,E09000033,Westminster,Indian,"4,400","5,100",85.6,23.2
2013,E13000001,Inner London,Indian,"54,700","79,500",68.8,9
2013,E13000002,Outer London,Indian,"236,800","340,300",69.6,4.3
2013,E12000001,North East,Indian,"6,000","10,600",56.7,17.5
2013,E12000002,North West,Indian,"49,300","77,400",63.6,7
2013,E12000003,Yorkshire and The Humber,Indian,"29,800","47,800",62.3,11.7
2013,E12000004,East Midlands,Indian,"79,700","122,700",65,6.1
2013,E12000005,West Midlands,Indian,"113,500","167,500",67.8,5.4
2013,E12000006,East,Indian,"49,100","63,500",77.4,8.2
2013,E12000007,London,Indian,"291,400","419,800",69.4,3.9
2013,E12000008,South East,Indian,"74,600","100,300",74.4,5.5
2013,E12000009,South West,Indian,"20,000","26,800",74.7,12.5
2013,W92000004,Wales,Indian,"8,000","9,900",81,13.2
2013,S92000003,Scotland,Indian,"14,000","19,800",70.6,13.2
2013,N92000002,Northern Ireland,Indian,"4,300","5,600",75.6,32.3
2013,E92000001,England,Indian,"713,400","1,036,300",68.8,2.2
2013,K04000001,England and Wales,Indian,"721,500","1,046,300",69,2.2
2013,K03000001,Great Britain,Indian,"735,500","1,066,100",69,2.1
2013,K02000001,United Kingdom,Indian,"739,700","1,071,700",69,2.1
2013,E09000001,City of London,Pakistani/Bangladeshi,,,,
2013,E09000002,Barking and Dagenham,Pakistani/Bangladeshi,"6,200","12,000",51.8,21.5
2013,E09000003,Barnet,Pakistani/Bangladeshi,"1,500","2,900",51.2,
2013,E09000004,Bexley,Pakistani/Bangladeshi,,,,
2013,E09000005,Brent,Pakistani/Bangladeshi,"7,100","10,900",65.1,24.6
2013,E09000006,Bromley,Pakistani/Bangladeshi,,#,,
2013,E09000007,Camden,Pakistani/Bangladeshi,"5,900","12,400",47.5,23.3
2013,E09000008,Croydon,Pakistani/Bangladeshi,"6,200","13,100",47.2,28.2
2013,E09000009,Ealing,Pakistani/Bangladeshi,"6,000","13,500",44.8,28.1
2013,E09000010,Enfield,Pakistani/Bangladeshi,"2,700","5,200",52.4,
2013,E09000011,Greenwich,Pakistani/Bangladeshi,"1,800","4,400",39.8,
2013,E09000012,Hackney,Pakistani/Bangladeshi,"4,800","8,700",54.5,30.2
2013,E09000013,Hammersmith and Fulham,Pakistani/Bangladeshi,"1,100","3,200",33.2,
2013,E09000014,Haringey,Pakistani/Bangladeshi,"2,900","5,300",54.3,36.4
2013,E09000015,Harrow,Pakistani/Bangladeshi,"3,100","6,200",49.9,31
2013,E09000016,Havering,Pakistani/Bangladeshi,"1,400","2,100",65.8,
2013,E09000017,Hillingdon,Pakistani/Bangladeshi,"6,400","13,100",48.8,26.2
2013,E09000018,Hounslow,Pakistani/Bangladeshi,"4,900","8,800",55.5,31.4
2013,E09000019,Islington,Pakistani/Bangladeshi,#,"3,200",37.1,
2013,E09000020,Kensington and Chelsea,Pakistani/Bangladeshi,"1,600","2,700",60.3,35.7
2013,E09000021,Kingston upon Thames,Pakistani/Bangladeshi,"2,200","2,900",78,35.6
2013,E09000022,Lambeth,Pakistani/Bangladeshi,"1,800","2,200",82.5,
2013,E09000023,Lewisham,Pakistani/Bangladeshi,"1,600","2,600",62.1,
2013,E09000024,Merton,Pakistani/Bangladeshi,"2,700","4,900",54.3,
2013,E09000025,Newham,Pakistani/Bangladeshi,"32,200","59,600",53.9,11.6
2013,E09000026,Redbridge,Pakistani/Bangladeshi,"22,400","37,100",60.4,13.9
2013,E09000027,Richmond upon Thames,Pakistani/Bangladeshi,,,,
2013,E09000028,Southwark,Pakistani/Bangladeshi,"2,200","3,500",61.3,
2013,E09000029,Sutton,Pakistani/Bangladeshi,"1,800","3,300",55,
2013,E09000030,Tower Hamlets,Pakistani/Bangladeshi,"28,300","67,700",41.9,10.3
2013,E09000031,Waltham Forest,Pakistani/Bangladeshi,"15,000","26,700",56.1,18.1
2013,E09000032,Wandsworth,Pakistani/Bangladeshi,"2,800","5,700",49.6,
2013,E09000033,Westminster,Pakistani/Bangladeshi,"2,000","5,500",35.7,
2013,E13000001,Inner London,Pakistani/Bangladeshi,"88,200","182,300",48.4,6.3
2013,E13000002,Outer London,Pakistani/Bangladeshi,"92,300","168,300",54.9,6.8
2013,E12000001,North East,Pakistani/Bangladeshi,"10,500","18,800",55.6,12.3
2013,E12000002,North West,Pakistani/Bangladeshi,"75,700","151,600",49.9,5.3
2013,E12000003,Yorkshire and The Humber,Pakistani/Bangladeshi,"66,000","149,400",44.2,6.9
2013,E12000004,East Midlands,Pakistani/Bangladeshi,"18,800","38,200",49.2,11
2013,E12000005,West Midlands,Pakistani/Bangladeshi,"85,700","207,200",41.4,6.3
2013,E12000006,East,Pakistani/Bangladeshi,"27,600","51,900",53.2,9
2013,E12000007,London,Pakistani/Bangladeshi,"180,600","350,600",51.5,4.6
2013,E12000008,South East,Pakistani/Bangladeshi,"41,200","73,700",55.9,7.5
2013,E12000009,South West,Pakistani/Bangladeshi,"7,500","12,900",58.1,22.1
2013,W92000004,Wales,Pakistani/Bangladeshi,"5,800","12,000",48.5,16.4
2013,S92000003,Scotland,Pakistani/Bangladeshi,"11,500","28,100",41,14
2013,N92000002,Northern Ireland,Pakistani/Bangladeshi,,,,
2013,E92000001,England,Pakistani/Bangladeshi,"513,500","1,054,300",48.7,2.4
2013,K04000001,England and Wales,Pakistani/Bangladeshi,"519,400","1,066,300",48.7,2.4
2013,K03000001,Great Britain,Pakistani/Bangladeshi,"530,900","1,094,400",48.5,2.3
2013,K02000001,United Kingdom,Pakistani/Bangladeshi,"530,900","1,094,400",48.5,2.3
2013,E09000001,City of London,Black,,,,
2013,E09000002,Barking and Dagenham,Black,"17,600","25,400",69.4,13
2013,E09000003,Barnet,Black,"8,900","17,200",51.9,26.5
2013,E09000004,Bexley,Black,"11,700","17,100",68.3,20.4
2013,E09000005,Brent,Black,"17,200","31,700",54.1,14.6
2013,E09000006,Bromley,Black,"8,500","9,400",90,17.5
2013,E09000007,Camden,Black,"3,300","8,500",38.4,27
2013,E09000008,Croydon,Black,"34,100","48,100",70.9,13.4
2013,E09000009,Ealing,Black,"14,500","21,400",67.7,19.9
2013,E09000010,Enfield,Black,"19,400","29,300",66.4,16.7
2013,E09000011,Greenwich,Black,"20,200","31,000",65.1,16.1
2013,E09000012,Hackney,Black,"18,600","40,100",46.4,13.2
2013,E09000013,Hammersmith and Fulham,Black,"6,800","12,500",54,18.9
2013,E09000014,Haringey,Black,"13,700","25,100",54.4,16.1
2013,E09000015,Harrow,Black,"6,900","11,300",61.2,22.5
2013,E09000016,Havering,Black,"3,200","4,500",70.4,39.2
2013,E09000017,Hillingdon,Black,"5,300","9,100",58.6,29.9
2013,E09000018,Hounslow,Black,"5,400","8,600",62.6,28.3
2013,E09000019,Islington,Black,"11,700","20,000",58.5,18.5
2013,E09000020,Kensington and Chelsea,Black,"5,700","9,400",60.8,19.5
2013,E09000021,Kingston upon Thames,Black,900,"1,300",67.3,
2013,E09000022,Lambeth,Black,"23,100","37,100",62.3,16.7
2013,E09000023,Lewisham,Black,"21,900","34,200",64.1,14.9
2013,E09000024,Merton,Black,"7,700","13,200",58.3,22
2013,E09000025,Newham,Black,"16,400","29,800",55,15.3
2013,E09000026,Redbridge,Black,"9,600","15,100",63.5,21.5
2013,E09000027,Richmond upon Thames,Black,600,800,71.2,
2013,E09000028,Southwark,Black,"25,500","47,900",53.3,12.8
2013,E09000029,Sutton,Black,"2,800","5,500",51.2,
2013,E09000030,Tower Hamlets,Black,"5,900","8,500",70.4,26.7
2013,E09000031,Waltham Forest,Black,"18,100","28,600",63.1,16.1
2013,E09000032,Wandsworth,Black,"8,400","16,700",50.5,26.6
2013,E09000033,Westminster,Black,"4,800","7,700",62.4,24.3
2013,E13000001,Inner London,Black,"165,900","297,500",55.8,4.9
2013,E13000002,Outer London,Black,"212,500","328,600",64.7,4.7
2013,E12000001,North East,Black,"6,200","10,400",59.4,16.7
2013,E12000002,North West,Black,"39,400","70,700",55.7,8.3
2013,E12000003,Yorkshire and The Humber,Black,"43,200","65,400",66.1,9.9
2013,E12000004,East Midlands,Black,"30,100","54,300",55.4,9.8
2013,E12000005,West Midlands,Black,"62,000","106,400",58.3,7.8
2013,E12000006,East,Black,"52,100","78,200",66.6,7.9
2013,E12000007,London,Black,"378,300","626,100",60.4,3.4
2013,E12000008,South East,Black,"60,300","91,500",66,6.8
2013,E12000009,South West,Black,"17,200","28,600",60.1,13.5
2013,W92000004,Wales,Black,"6,300","11,600",54.3,16.6
2013,S92000003,Scotland,Black,"10,500","17,200",61.1,17
2013,N92000002,Northern Ireland,Black,"1,200","2,000",60.8,
2013,E92000001,England,Black,"688,800","1,131,700",60.9,2.3
2013,K04000001,England and Wales,Black,"695,100","1,143,300",60.8,2.3
2013,K03000001,Great Britain,Black,"705,600","1,160,500",60.8,2.3
2013,K02000001,United Kingdom,Black,"706,900","1,162,500",60.8,2.3
2013,E09000001,City of London,Other,,,,
2013,E09000002,Barking and Dagenham,Other,"6,800","8,900",76.8,20.2
2013,E09000003,Barnet,Other,"19,300","28,600",67.6,19
2013,E09000004,Bexley,Other,"2,000","3,900",52.1,
2013,E09000005,Brent,Other,"31,400","48,100",65.3,11.5
2013,E09000006,Bromley,Other,"6,000","7,200",82.8,25.5
2013,E09000007,Camden,Other,"12,700","26,100",48.5,16.8
2013,E09000008,Croydon,Other,"11,400","16,800",67.7,23.5
2013,E09000009,Ealing,Other,"25,400","40,300",63.1,15.3
2013,E09000010,Enfield,Other,"10,800","19,600",54.9,22.5
2013,E09000011,Greenwich,Other,"15,600","23,600",65.9,18.8
2013,E09000012,Hackney,Other,"12,100","26,100",46.3,16.7
2013,E09000013,Hammersmith and Fulham,Other,"6,400","11,700",54.2,19.9
2013,E09000014,Haringey,Other,"14,800","28,600",51.9,16.3
2013,E09000015,Harrow,Other,"18,600","33,600",55.5,13
2013,E09000016,Havering,Other,"3,000","3,300",89.7,
2013,E09000017,Hillingdon,Other,"18,500","28,100",65.9,16.4
2013,E09000018,Hounslow,Other,"16,600","21,700",76.8,16.1
2013,E09000019,Islington,Other,"7,800","17,900",43.5,18.6
2013,E09000020,Kensington and Chelsea,Other,"9,600","18,400",52.3,15
2013,E09000021,Kingston upon Thames,Other,"8,500","13,800",61.6,19.1
2013,E09000022,Lambeth,Other,"9,200","15,300",60,26.4
2013,E09000023,Lewisham,Other,"11,900","18,300",65.1,20.3
2013,E09000024,Merton,Other,"9,900","13,600",72.7,19.9
2013,E09000025,Newham,Other,"26,600","41,000",64.9,13.2
2013,E09000026,Redbridge,Other,"11,000","19,200",57.2,19.6
2013,E09000027,Richmond upon Thames,Other,"4,300","7,300",58.7,26.1
2013,E09000028,Southwark,Other,"9,600","20,000",47.9,20
2013,E09000029,Sutton,Other,"10,900","14,300",76.1,19.5
2013,E09000030,Tower Hamlets,Other,"15,600","25,800",60.2,17.2
2013,E09000031,Waltham Forest,Other,"12,600","17,500",71.8,19.7
2013,E09000032,Wandsworth,Other,"9,000","12,500",72,27.3
2013,E09000033,Westminster,Other,"19,800","41,800",47.3,11.6
2013,E13000001,Inner London,Other,"165,000","303,600",54.3,4.7
2013,E13000002,Outer London,Other,"242,600","369,400",65.7,4.3
2013,E12000001,North East,Other,"13,400","30,500",43.9,11
2013,E12000002,North West,Other,"48,700","95,700",50.9,7.1
2013,E12000003,Yorkshire and The Humber,Other,"40,100","74,100",54.1,9.1
2013,E12000004,East Midlands,Other,"28,800","52,300",55.1,10.3
2013,E12000005,West Midlands,Other,"50,700","100,300",50.5,8.4
2013,E12000006,East,Other,"50,300","82,200",61.2,9.3
2013,E12000007,London,Other,"407,600","673,000",60.6,3.2
2013,E12000008,South East,Other,"97,900","160,200",61.1,5.6
2013,E12000009,South West,Other,"36,600","64,100",57.1,9.2
2013,W92000004,Wales,Other,"16,000","33,100",48.3,9.5
2013,S92000003,Scotland,Other,"24,000","43,800",54.8,10.2
2013,N92000002,Northern Ireland,Other,"6,400","11,300",56.4,25.6
2013,E92000001,England,Other,"774,100","1,332,500",58.1,2.2
2013,K04000001,England and Wales,Other,"790,100","1,365,600",57.9,2.1
2013,K03000001,Great Britain,Other,"814,100","1,409,400",57.8,2.1
2013,K02000001,United Kingdom,Other,"820,400","1,420,700",57.7,2.1
2014,E09000001,City of London,White,,#,,
2014,E09000002,Barking and Dagenham,White,"40,800","64,000",63.7,9
2014,E09000003,Barnet,White,"122,200","158,800",77,6.9
2014,E09000004,Bexley,White,"91,800","121,600",75.5,6.9
2014,E09000005,Brent,White,"63,700","80,600",79.1,7.6
2014,E09000006,Bromley,White,"126,400","169,500",74.6,5.8
2014,E09000007,Camden,White,"80,800","110,800",73,6.9
2014,E09000008,Croydon,White,"113,800","148,700",76.5,7.5
2014,E09000009,Ealing,White,"90,000","118,100",76.2,8.3
2014,E09000010,Enfield,White,"91,900","133,400",68.9,7.9
2014,E09000011,Greenwich,White,"79,800","115,400",69.1,8.3
2014,E09000012,Hackney,White,"85,400","103,600",82.4,6.5
2014,E09000013,Hammersmith and Fulham,White,"73,900","92,900",79.6,6.1
2014,E09000014,Haringey,White,"88,400","119,300",74.1,7.1
2014,E09000015,Harrow,White,"49,100","60,000",81.8,8
2014,E09000016,Havering,White,"102,900","134,600",76.4,6.2
2014,E09000017,Hillingdon,White,"89,000","115,200",77.2,6.8
2014,E09000018,Hounslow,White,"71,000","91,400",77.6,7.9
2014,E09000019,Islington,White,"89,700","118,000",76,6.9
2014,E09000020,Kensington and Chelsea,White,"50,900","71,600",71,6.6
2014,E09000021,Kingston upon Thames,White,"63,800","81,800",78,6.6
2014,E09000022,Lambeth,White,"146,100","170,900",85.5,6.1
2014,E09000023,Lewisham,White,"95,600","123,900",77.2,6.8
2014,E09000024,Merton,White,"67,500","84,300",80.1,7.1
2014,E09000025,Newham,White,"46,700","69,700",67.1,10.4
2014,E09000026,Redbridge,White,"61,400","83,900",73.2,8.3
2014,E09000027,Richmond upon Thames,White,"84,700","106,800",79.3,5.9
2014,E09000028,Southwark,White,"106,800","132,000",80.9,6
2014,E09000029,Sutton,White,"77,100","95,400",80.8,7.3
2014,E09000030,Tower Hamlets,White,"74,900","92,700",80.7,7.5
2014,E09000031,Waltham Forest,White,"74,500","96,900",76.9,8.3
2014,E09000032,Wandsworth,White,"136,500","165,100",82.7,6.2
2014,E09000033,Westminster,White,"75,000","99,200",75.6,6.7
2014,E13000001,Inner London,White,"1,151,100","1,471,200",78.2,1.9
2014,E13000002,Outer London,White,"1,561,300","2,060,300",75.8,1.7
2014,E12000001,North East,White,"1,088,000","1,578,000",68.9,1.3
2014,E12000002,North West,White,"2,837,500","4,018,200",70.6,1
2014,E12000003,Yorkshire and The Humber,White,"2,168,400","2,981,200",72.7,1.2
2014,E12000004,East Midlands,White,"1,939,400","2,593,500",74.8,1.5
2014,E12000005,West Midlands,White,"2,114,800","2,904,700",72.8,1.3
2014,E12000006,East,White,"2,569,100","3,350,800",76.7,1.3
2014,E12000007,London,White,"2,712,400","3,531,500",76.8,1.3
2014,E12000008,South East,White,"3,794,200","4,942,500",76.8,0.9
2014,E12000009,South West,White,"2,381,100","3,104,700",76.7,1.1
2014,W92000004,Wales,White,"1,281,600","1,828,100",70.1,1
2014,S92000003,Scotland,White,"2,386,000","3,260,300",73.2,0.9
2014,N92000002,Northern Ireland,White,"770,200","1,138,400",67.7,2.3
2014,E92000001,England,White,"21,604,800","29,005,100",74.5,0.4
2014,K04000001,England and Wales,White,"22,886,400","30,833,200",74.2,0.4
2014,K03000001,Great Britain,White,"25,272,500","34,093,500",74.1,0.3
2014,K02000001,United Kingdom,White,"26,042,600","35,231,900",73.9,0.3
2014,E09000001,City of London,Minority,,,,
2014,E09000002,Barking and Dagenham,Minority,"38,500","60,500",63.6,9.4
2014,E09000003,Barnet,Minority,"48,000","82,600",58.1,11.1
2014,E09000004,Bexley,Minority,"21,300","28,200",75.4,14.8
2014,E09000005,Brent,Minority,"83,000","134,300",61.8,6.8
2014,E09000006,Bromley,Minority,"25,300","32,500",77.6,13
2014,E09000007,Camden,Minority,"29,800","55,300",53.8,10.3
2014,E09000008,Croydon,Minority,"63,700","93,800",67.9,10.6
2014,E09000009,Ealing,Minority,"65,400","109,100",59.9,9.9
2014,E09000010,Enfield,Minority,"50,600","73,200",69.1,10.8
2014,E09000011,Greenwich,Minority,"40,100","63,500",63.2,11.7
2014,E09000012,Hackney,Minority,"44,500","86,500",51.4,8.8
2014,E09000013,Hammersmith and Fulham,Minority,"24,000","35,600",67.3,11.1
2014,E09000014,Haringey,Minority,"39,300","68,300",57.6,10.4
2014,E09000015,Harrow,Minority,"65,500","97,600",67.1,7.5
2014,E09000016,Havering,Minority,"14,600","20,700",70.7,17.2
2014,E09000017,Hillingdon,Minority,"49,000","76,700",63.9,9.7
2014,E09000018,Hounslow,Minority,"62,700","89,500",70.1,9.2
2014,E09000019,Islington,Minority,"22,900","45,500",50.3,12.5
2014,E09000020,Kensington and Chelsea,Minority,"23,600","36,100",65.4,10.1
2014,E09000021,Kingston upon Thames,Minority,"21,000","31,200",67.4,12.4
2014,E09000022,Lambeth,Minority,"44,200","66,900",66,12.4
2014,E09000023,Lewisham,Minority,"55,900","78,700",71,9.3
2014,E09000024,Merton,Minority,"34,700","52,600",65.9,10.8
2014,E09000025,Newham,Minority,"90,400","156,700",57.7,7.3
2014,E09000026,Redbridge,Minority,"70,400","105,900",66.5,8
2014,E09000027,Richmond upon Thames,Minority,"12,600","17,700",71.2,16.2
2014,E09000028,Southwark,Minority,"51,400","87,800",58.5,9
2014,E09000029,Sutton,Minority,"23,000","32,700",70.4,14.5
2014,E09000030,Tower Hamlets,Minority,"67,800","115,800",58.6,8.3
2014,E09000031,Waltham Forest,Minority,"47,600","81,900",58.1,10.5
2014,E09000032,Wandsworth,Minority,"40,500","58,200",69.6,12.7
2014,E09000033,Westminster,Minority,"37,000","69,100",53.5,8.9
2014,E13000001,Inner London,Minority,"571,100","961,900",59.4,2.7
2014,E13000002,Outer London,Minority,"836,900","1,284,100",65.2,2.4
2014,E12000001,North East,Minority,"40,600","72,000",56.4,6.4
